addresses,numberOfPositions,availableMargins,totalRequiredMargins,marginLevels
CcbUaXMoAWT4dm2WNWt3QaFYk9L7zB9U5cFVAmjxiLEf,1.0,1204882249798764.2,508534327135529.1,2369323338673363.5
6cx4qdff1YkYqZd8KZ7Yi6ReVagx3DRq4oTVAhRmJJJr,1.0,1225447094850131.8,517072249687041.2,2369972659704394.5
DcNP1doaGivpAL5o62C7sge6Sh9FjFcNVn424UAbBrx6,1.0,1207257687971909.5,509017837881365.44,2371739452190435.5
6wirYhMTRHg9BTnVzs7zUuPrneByBrcET3zq3txhNvw1,4.0,5070249607301610.0,2135841297425344.5,2373888740429149.0
3t5cXLagq7DyWjt666tvqeruEnTzpw9AGoBkNMG5QWY8,2.0,7283052432754246.0,3067061595690604.0,2374602597804801.0
4WP7M1fJvpbGTgrbiFFEH3Pu7xb3o68hNY7rH1G9jUNk,2.0,3316141648586257.0,1395452140146272.0,2376392248206132.0
DcwjB2yxZGvm1SRmXHWyMZ23NGDJ9vx2oBVpC5Xg4Mq3,1.0,1230240416346568.8,517387845954886.75,2377791488464610.5
FvSmBSVd4P4G4i9paafQuiFk72rhSohzQfTuyPW3A8S9,1.0,1.1438940150692347e17,4.809988097401909e16,2378163920378729.0
4kCFzxDGppBkuRfshDEP31w7mPvsTTiWtN5g3YVs2g9x,1.0,1351377570364590.5,568082795214503.5,2378839108926580.0
84Vin2bN452ZbWfgBPgdWjK2rQ3HJ2QKi7XLVg6FU5us,1.0,1351168545625576.0,567863497292072.4,2379389680915908.0
6Bq4y9pbDY4ZmYrJbMEjpbEr1nFACM5isYxqsWgLXoRq,1.0,1399319265923472.2,587990451789446.2,2379833314750075.5
EpvWv4rfPeqzPoRxSAzaZB2EN8HdPhgybp4SSx1mMrpz,1.0,1.2851939782676562e16,5397345645384593.0,2381159300714154.0
A2exRM7Wbcf3F9KVD1EGchWPUJmx8sMDNNGPZEa721SX,1.0,1351757369287064.8,567488863344733.9,2381998055996932.0
2wPe4kC4HvUPBPJ1rBsYX8eoHY43Fx3HJFHExbtYyZHy,2.0,2.545777250384534e16,1.066822538719505e16,2386317459546928.5
3e2GDzn8GKGA3sHDzxjSwMu5CirKfu12SWtcpTrsJBvA,1.0,1387208298858248.5,581116195546033.9,2387144446309548.5
BqYLK8BquDhjJFxeka6dbPvN4dwyotbxgp2sLyqe6acP,1.0,1318160215843780.0,552092944118070.6,2387569393681434.5
WzYbyefLSjnAH56HGVE9L5hhGCuNSofrBvoggiZd9nk,3.0,4561797964555885.0,1910507698311195.2,2387741210667883.5
8i93NkGBFWBcoRGBK3MrRcBYyqrcDTyyBe7D7U5yFHq3,1.0,1195397576441691.8,500347220973886.25,2389136036600633.0
6SHyXdqZBaN3Z2yVvRjnwTGAzJxxnkM6vM7RWcwppGBA,1.0,1273617419442255.8,532767894618952.25,2390567134968176.0
8QPdi8ZqCNuo2QfVJwnMnRgSp5gXY6LwZXAtMoDsFkBX,1.0,1202941697106469.5,503201045984060.06,2390578689585186.5
9FNb3AgVkV822iertyjHzqPRgh1i3W7dukaY1mVp2R1r,1.0,969635803181776.2,405527431147871.8,2391048616457730.0
CDaqDHXJjR46ZRDZSjjCFGuEBw8EQuFNuM99scx6sCnU,2.0,2880118819346817.0,1203586100750609.2,2392947889270778.0
CoBfToAoYMCNg1p3gCkP6joWfvSTVkddrmnh5SyfM39c,2.0,4645972989112248.0,1941322036830120.8,2393200561766869.0
5BkDJpEPHxdoCJpkc1ESsMcg4vEEGi5Dzpu522YXA7Hi,3.0,1.871035948439145e17,7.817433856977306e16,2393414492108796.5
tewUgoZrRuWXp22oHHC4KKJfFRoVv6bus8ZMKvhhirU,1.0,1480279101753972.5,618448723758316.0,2393535704558187.5
EFQ7YUXYvmsYYmuRmVwiPPdXP3SNKMi4vKKdLzfb1zPz,1.0,1238706166050492.8,517507026640035.6,2393602603027271.5
4DFzSv9q1A3FP1s7x88xFFDq8St13FhMyHNGhfEiXnR4,1.0,1409990888170708.5,588890192334711.5,2394318850141933.5
BXcsJPt1SECFipMRcpXHRYYEHooydFGETize5ANJ7vsH,1.0,1409991244901745.5,588890192334711.5,2394319455910278.0
friYpX8pZosBb48r2dotq4UZ8wzA49tFZkevGXWhbzH,1.0,1410001750166512.2,588890192334711.5,2394337294999642.5
HPve7k85krkkJkP5938JTKRcTMpnqdBKD4BrvhAYfpjk,1.0,1410026527746122.0,588890192334711.5,2394379370041700.5
3ZF2TojBZybn4aR1WYqST9n3fkNZXmJXVkLotM9hkGj4,1.0,1410949358713127.0,589094678824691.1,2395114757322416.5
5RYTnfdZPAFSZTsHW4v58eGi4eQs4nruoqrzW2Z4gsbE,4.0,4.2716391467289176e16,1.7830230747719952e16,2395728472148435.5
8zdzG58QzFcQ2aB5498BwfWhiDaGQvwWufniYvyFQqsX,4.0,4959725218247196.0,2068573525854378.5,2397654787831963.0
6im1egmfZzbUbQuHGms18gMjzvcmr8H6i28SnV69WVVd,1.0,1.3512571531006478e16,5635641114772676.0,2397699082644927.0
8VF8AdjzASWpqeSRw24PrEkzsNkNAS6QWSemLJ8xNFPp,2.0,1.3618028637932058e16,5677666944429104.0,2398525445613535.5
EeAsWeAP4iE2wT5sMX8QsukGT89FagAJ4kvLMqsSVtzq,1.0,1317833709052166.2,549383315534180.06,2398750875371600.0
AqrdUhfCot67obKRuvg8WVyFmMUCHsZSN4mJ2vUdFEJE,1.0,1241124392184076.2,517324503719786.56,2399121602127592.5
7kdpFt5DHNgxaMRimsPPs4P5rvomSM8Qm9mG8Q7M5SEC,1.0,1341796346698929.2,559091671337273.75,2399957673290909.0
DGZ3BfFZvy435VG6arqQNFzD6B5qnVRed6ZVc7HQmo2y,1.0,1393753168382018.2,580679518195783.4,2400210657872897.5
7jWACgjvz4qNJ8U7jggvuVBTUhv39Crh55mHb5JpQjQ4,1.0,1487012275247413.0,619343669443130.5,2400948534090012.0
AUWXWieuqVHMCp53FNEsQZrKRVy2bWtEgsLdtK651JbY,1.0,1.2788725493409405e17,5.3218612110765656e16,2403055056526428.5
4BStbfUgtXZQtrxbMHGyCMqYPK8CVWMB5W1WCgMRg4Kk,4.0,4969728637127251.0,2067926033040637.8,2403242938926524.0
CThG2fNL1Vpv9f7qAQyAPv3M8m4vCWy5R77h19MwFmBa,4.0,8.964736390977752e16,3.729378561764879e16,2403815070662955.0
4SpzHs973Yzm4CPfLd6VnaNsnWx9bEDoEbH4ktPQSbZv,3.0,3.8262567400783917e17,1.591725217077774e17,2403842509389254.0
5rzvhG1NzV5PzhajFVz289jysGpjVZN6gp7CWxSRzqXn,2.0,3472824652156857.0,1442829683231486.2,2406953982523299.5
FXbBpM8HSneHyHVYZ5b3T9kzjinzou2Ptp9RC33nQYFS,4.0,5017976006173074.0,2083733974380683.0,2408165374212172.0
DC5k3edRnGwjG4aU3PmNP3fxaV5xbz742ac9xYFMNQPv,9.0,7.05925592659277e17,2.9305021113589306e17,2408889554875378.5
7pBYtNRqWTubDXQV4hcsFphbRVVLdazPXXuKuGC5uK8i,1.0,1422998015094604.0,590679449152417.2,2409086717231325.0
4aQVV72k8pLNoa2k8mSjU9m8dWRHFSNXyRnQbETXKkMj,1.0,1425066235492631.8,591129319448805.2,2410752078447784.5
6Lv8XKWD7fpyocQnEYfdX4d1gYVkJ6GSXvL1hnExny2m,1.0,1912753837664722.2,792858224934904.5,2412479025265537.0
83YnicXWTcqbo3V54NmoFBBGKBAdNEm5G6b8nXPsEuAN,1.0,1388041999623909.2,575352423801689.6,2412507434056338.5
5bfHBc37bCZdqZToVu17Z9gohu2EPNF9QizBK4LF5xs8,1.0,1325020263890836.8,549112804122770.56,2413020155316918.5
FeToq9M4ZXUnRhN9chmiVvweiAUPWqtzsPA2XVhcL1nR,1.0,1364448746474132.5,565244941177669.0,2413907046441404.5
94P5GwosJ9xxafvR2CbunNo7cdm92ZTj8fUuMsiqkrac,3.0,6.048010365820704e16,2.5054104552755348e16,2413979854313160.5
GLG7qvJxr7G1HcqLkkn2YRqri5xMWe2rjHc7xohcaN68,1.0,6.840289726528538e16,2.8312471720991156e16,2415998784541682.0
BfNLgsrQCC1LgBi9bZwWn6kFdxQVDAZmvCtvsGuGEGbn,1.0,1383236862282620.5,572404792076161.0,2416536132175802.0
8b9nMczwzHQDk1HQ8bXFspd6kzgHSVWxjWZUriFrhDj3,1.0,3076836229773455.5,1272648597253243.8,2417663631904508.5
FwBTEs5XasLXdcvCxVnGvjxxnHmW17r6MUuEVbamgK2K,1.0,1230021244140773.8,508754777481250.9,2417709471408558.5
7Ybh44ngnT3a4tLdzTA2UwNLAHe7KV5mJwX3BgnmGb6p,1.0,941717814534162.4,389448620008033.0,2418079731582405.0
8UEzboXjpbEDkL7T1dWcrWhNSFLAbb6TUFYZmvZG9rsA,1.0,1.7405118986645117e17,7.191056211270959e16,2420384221077992.0
3Bq4FL9C9ekjRdXcQfexsTAKmw4k9vodBHghJ2W3kB3i,1.0,1431973764061063.0,591548516774343.2,2420720741334079.0
9p7JnHzv8TZ8pRoA4VGTcxQjcacY7EKe9GYZiAPCrnPm,1.0,1391428002584739.8,574795515019419.2,2420735663773805.0
FMFsNA9P2xqgbBBvAAkAvNuBimgHzZvnU4pDt8H4ooKz,5.0,1.6469261335594602e16,6801446041383133.0,2421435270586288.0
6wkaLQyLEsJt2hscUgs3RjwyzoWNHqUs6HebLz2ppKFb,1.0,6021370344100925.0,2486399804398100.5,2421722497504201.0
ESe2E3mxpSbPkLJCi2vGxoWj1GXKNnhZLz5NsXFWEBds,2.0,4.1937908914654886e17,1.731592242250855e17,2421927512226597.5
9B7XwqJAcGVGzYtdqjzJFCU5ADzRmGRAi4PsqPnxQyF,1.0,1334174361007939.0,550520691358349.5,2423477231556928.0
F5ue13THwgXwLZskKPvVpTVmy9K4QZ11939uCBj8W7ex,1.0,1271665563181908.0,524190711900362.4,2425959740056639.5
EhSi3HTCebzdegSSW1qCUe563hPgyyYNuyh9rRfYA8Fn,1.0,1536649584659330.8,632960667996716.1,2427717332773200.0
FLFiR3zGTJuEkT4iTx3dNJ47GD74SrPGDADbmFHwpSt3,1.0,1304603508681444.5,537356375905274.0,2427818049955402.5
6NEDNM5jJEsE8NocD5CDiaA1WpCwLXPXpRbpPTmJyCGa,1.0,1255907050598836.0,517132618342342.06,2428597628640444.5
AZyGAtmuHGxfVU6k2ePFJQNCb1tHcXbFeSVZ2RwYxyaL,1.0,1234903909757381.8,508433815774846.06,2428839057204339.0
8v8Q5oTT5ET2YPjoxDiFteLwrySvo2CNigCUfwpcRdqm,1.0,1541464255255650.5,634613459490318.4,2428981346367374.0
9ei9ZyTLsrdG3B9458e54jdYYMUHHr7WZKwSxU7XGP6x,1.0,1338555721380722.2,550735184901881.8,2430488841237186.5
AVuUnbiTLu1vo8paAvTx9PS1MaANBptVueNppfkvTkSq,2.0,8.641424334682668e17,3.553728078286942e17,2431650408899103.5
68ubbDAwg1EFBfEgTmDYmm2ZzPnJDgHriDKWUvoHp54V,1.0,1557328602645578.8,640127424462237.6,2432841561121786.5
5xn3EfzznHaKJGqEapnN85ay7kQ1JfVkFuSrXnUo2KGx,1.0,1376795946472769.5,565898579735185.5,2432937624825011.0
BHj25xTSdgKLQWtLHr21eC5FnNK8bKsoJNqgPbb2tVqA,1.0,4.358697044640985e16,1.7900635272913404e16,2434939865646225.5
DH2zAcsj4GCFNxiyDJdJeXMVxdutJKzN5Z6NJ3onv85Z,1.0,1664762807860882.5,683625597358574.0,2435196713366606.5
6fqTTbrzb47PbW4biXDTjFjZtUR39HgwnMkDJ3LXyYqC,1.0,1.979211460624527e18,8.125728594147937e17,2435734147027670.0
EgcAnr8dyVsRJw19p3LCSCxRyb9hEApGvHhaz6na4eCq,1.0,1257553516577984.0,516170546085199.25,2436313978230001.0
Hreu33QbhJwsUfVn3KF1PoUVh83xg5VN15WBf3yCdCvg,1.0,1253259285510210.8,514081599524695.6,2437860617203449.0
v9j2mxaoB2nDYtBAsrhoYnRpFhGiEpdMwtvwL4K9BMe,1.0,1224382664163490.5,502198225626777.4,2438046575404320.0
Darkym7zKvW5nwjJBxz16iuigJ73JHBMcAKR2MxpEYuV,5.0,7218697009109753.0,2958124701844050.5,2440295030364922.0
643DyHYSAgEebYa8gP5iGtwG68R7FUQRtYwmRzj64fEm,1.0,1353178669815973.8,554157380126254.5,2441867091091843.0
GwNrU8BN739Zrmbb5hJn2mz9wMSeXanQtd8kYM9zAMDs,1.0,5.978001253932372e17,2.447414163264655e17,2442578515586506.5
D5Uc9SmrE8R92stkS1RcwmCKzLyoCT9ktsx15e5ijwnT,2.0,2.9277444447701108e16,1.1980754457351692e16,2443706241699639.5
A9DVP3BdDc87PgXKzcSdD1NqjAdtygkEP9t4hao8fW4g,2.0,2.2670697204831936e16,9276803219535442.0,2443804904376017.0
2V6qjWZxgMrcZNKP29Hoy8hMREESCnunRfj7m6mNR75p,1.0,1430733107641252.5,584099159180268.2,2449469555219289.5
HabjDoqknMvqhcLgonEjfb1CF1gF1WxZTtFqoWgRDhk7,1.0,1430946164424017.2,584169538622011.8,2449539165974750.0
EUc3UddgQUiW1nysBNuv7YeQgkacF12epRaJ43MbpVp4,1.0,1429774830360901.0,583643814135510.1,2449738686048914.0
Eqjn4oRFKJk4u2SqT7BfY1WqkEjoBNSrf3MjdQ8FyntK,8.0,9863984430553852.0,4026217463534510.5,2449938315526186.0
GbG73PxwctgRsFHJyWgtpv8cMSxzDGvgZaEXtQxmwS3n,1.0,1.5206529714822947e17,6.205904587100081e16,2450332502119358.5
5nhXwBpZpPJxGwmrAFLuV4JrKpZgquzD2nZba231Mqxz,2.0,3564585463646871.0,1454039190495484.0,2451505768859083.5
58LiyxnDnRHm42RZowExGx23LQr1nZvBRFZYWzSdtw2r,1.0,1434682139242947.8,585218607139590.2,2451531994608534.0
8jtcoaTaWNkvJFusAx7mrjZEomj7C3r1GUcJkVLRWWfm,1.0,1431868170025246.2,583875600954795.0,2452351438703301.5
Cj52KkV4y5CSK8Wwtt1k68gaLYroiwQ7Z4d5UhKuvty6,4.0,1000955039568250.5,407954069840798.56,2453597386487324.0
EVUsyQva1MVANuQSAs87RhoxByDaV1jBvQnvaJUjTqir,1.0,6.077893771115241e16,2.4760960252009816e16,2454627651454634.5
EyiyeB74SV9QnrJHFfgB4S3PT3SkTxr1epacxpsdvdrV,2.0,6601322294929491.0,2689281812142395.0,2454678518675065.5
28tAXH37qHig6ELZiWDw2gHXSHPcDiqBVEcSwMDAVXpU,1.0,1438249213080772.2,585088611349019.9,2458173317994769.0
C9LiDqkGGuncbquGry9MKmyz8dRajjXUj6q1fobkaGnt,1.0,4273703576602848.0,1737709589311807.8,2459388843158413.0
EK8vHPXgDpTT5CKzemzdcNxsee8kvAbYwTpsNY2T8otE,1.0,1368942888020964.5,556611982599579.9,2459420441556979.5
GrLgUqZDSi5xRqR1pniS8hZj7u9cfn7a2awgwwEe7DXv,1.0,1439352622375181.0,584691174490180.6,2461731397998643.5
ACuqKzAXTusVJjnMDbGpsrz3Zr8GynTGKdBjjd9UsKSB,1.0,1274722611451298.5,517810742709064.94,2461753892517269.0
2SxYbs7mw4qyWHCnDgNfPFyQ4VTf6p5SNSHF5pNzsbGx,4.0,4994645278861363.0,2028896867571875.8,2461754147631372.0
4AdnZQrfnsy11Hy35fBY2NNezKHXLtFHqB1tUa6KW4ho,4.0,4996612037975264.0,2028892975274947.5,2462728245829794.0
AhxqU6WNdo5PnJ5Dt5cksobQqskGZWXZ5SkycXsZMb35,3.0,4901088599674341.0,1989636139690827.5,2463308994998416.5
2kZ3JYGeotjWAhNzksxTAzoxfpqDRnVu91hNNhykbwGA,1.0,1386678118440808.8,562877977428695.5,2463550137056962.5
DUB7xgnoz45iBZbZxZHktGnMo2bsq3t78taUBaZuMyzu,2.0,1.14343635563868e16,4641136683792404.0,2463698946061519.5
3itPm1Tk1CyxMNLMwmNYPj3PU6m215YVTtEMdRM2RTVe,1.0,1441234509311423.2,584769833868018.9,2464618429063334.0
B6w4BuRZXADbroAD1i1E51a7mmzqvttVGaDHdSCqmft,1.0,5.894207294969458e16,2.390971473779869e16,2465193482903144.0
FFb6CQeLLaJw2R9swPqXCtPyMNsgthGHTS5Dz9MCt4cH,8.0,6977136230897544.0,2829245537371481.5,2466076605489558.5
HwesbRyUHcfPfKjXYCaazVhuMbqMFCNx7a25EEbK7gJV,2.0,2.173637729445181e17,8.809849572568331e16,2467281321367104.5
Ejxvs1gPMWTPx6cSqadfwXAH2tsJZtJj5WnGPbjAscZX,1.0,2.6183558001611126e17,1.0612184555606122e17,2467310841082111.0
NMCKry8Kdd2x8VzhUQYGHYNF7K7ZB7W74PC4PuTbY1K,3.0,7.510734494396706e16,3.0436034829086956e16,2467711229985479.0
9ycG5EtNhYkkzA5vws4Mqk2wXbNShp2RPMXxn4WyhGvX,1.0,1.2329943735208464e16,4990720597403449.0,2470573836897107.5
bkCCRGYhfivFRoGkMHoENkHzfQkG2uCQUnGAq9GJdxp,1.0,1363017946061064.0,551337840218422.06,2472200974852516.0
FGVKUHB2s3b3ewsqnvFUqKK2EySL6honFbYtrqDXV3a1,1.0,1281970795524872.8,517790294091264.44,2475849412694699.5
DKABhS7GTEbt7Mqqtwc8sN9EWvg6o7fjJt77cPpXoNo,2.0,2982588394323993.5,1204371273594199.8,2476469224828875.5
7hMX9u6vZuiyD8RyNgWnBiCRVHFF2RGcxwchqLmArrHo,1.0,1260125091070983.8,508753624650844.06,2476886709034856.5
DPM1JVdKyeGMhB4zejEabaZXfK44msQAxqTXwmSYxueC,1.0,1449266452795902.8,584678754588438.1,2478739720611291.5
4Cgw8VY7mpe6dMw8c81yCyPSZfcy18riFquBn3GP2pNH,1.0,8.26108121058573e16,3.330201905347342e16,2480654760698088.5
BvpakmTp1ua1mdGLBdHRv28FgCvkdg8TBX4XVgYGAcfJ,4.0,8.774315070691472e16,3.5345036932495196e16,2482474438334685.0
7NPofPrSjkmESu9xiX6omJpiYbnWD8RVgC9qgcJMuxHs,1.0,1279462286211762.2,515296001216518.4,2482965680290918.0
HX8yBMfseXFAn4Gesdmgo2kFZzhWdkazyXZauoAtZcJk,6.0,4.483139579525733e17,1.8039971599417693e17,2485114544010947.0
HUG7oqZZAbNjJ4nBFws5d8fsoFvjBKzFEhVPGbWE2jkn,1.0,1691642128302803.5,680490005225095.5,2485917670081333.0
D3DjwueEJpUNGUtvyYuR5ucSPfAZ985rhxB43zNV2Ymj,3.0,4853025324283401.0,1951960792401496.8,2486230944379126.5
AsNiEtjcNdtLuRS7Rga75bfXsxJGVL2se9mVGKRp7zXW,1.0,1333911871967404.0,536253064182122.4,2487467132708785.0
616dZrXsUcTPDhxDiBfPqXSPf6sufW88W8CMNMReZwv4,1.0,1404886669431380.0,564757385257494.1,2487593267666326.0
AGk137ywQWswuT9P39EsaZXYbPtwAPeWeDudm8mWo4QZ,1.0,1.2149341614639074e17,4.882879960432127e16,2488150786644338.5
iL2T5dQMEt4ednNGqkSevmTb1HEyK85wMs4MtHgwvXQ,1.0,1296747419804196.2,521075187081417.3,2488599441987210.5
2JMf4VAsvUZbggsrBZmFsWESoYmTjy2Rp6DuCqBwbvhm,1.0,1411477576812586.5,567176146047552.1,2488605324198962.5
6XhpKeEkeJuFsRfdvod4UxAgf9HvE7WswYk4YLGiX6DT,2.0,3633226580809362.0,1459906036878437.5,2488671523393317.5
AY6VuRdeiL7L2wzxJBx1kq1eQfbURdFVTG7A8yj9KS6U,1.0,5094481027306944.0,2046751093239331.0,2489057435530210.5
DNbQLpYTArXA6KS9tjS269581dUSJNNTKzt6Fg3HaRRz,6.0,4.2810669333555866e18,1.7197901088773972e18,2489296171234568.5
8ytvr45iyJY7e5kBnQsqNUQAFqTFfmpT8c6xawF4FbXk,1.0,1384836819771413.8,555628620363420.56,2492378486309132.5
zUSffaJfu4dhE8R64DiLygJmkeC2vnxSRngKGMmQrFX,1.0,2.9554393968360284e16,1.1857814644180296e16,2492398039200697.5
3zVrDrnEaTjwhpPm3ngNX9JRVk6LrwyByAn8NtaFYcHZ,1.0,1.2998338588284358e17,5.2144027233566216e16,2492776119892222.5
DSUcDPiwY8e35rCggD6rcgUNWoVdPJZ8TT8Hpb8oU9WE,3.0,4913610507574066.0,1970757604528907.5,2493259696820311.0
7Vrz9dQVXxJoxQMLechzV2XMdSnP3DzhDTvniP8aWSSd,4.0,5217360578945845.0,2092052968135832.5,2493895067864788.5
2p3j73FnriFaaWLNVnw3tWPvexktng4ujzv21dSreRfN,1.0,1373184995690262.0,550461947415472.8,2494604762668220.5
Dhn5fzMLPYmX8J8f7kqwgYMH8afUnkAekQz9gYWRJwwR,1.0,1368483582695548.0,548090872148868.94,2496818779941019.0
9nvzTo1Q3YPe9mrhfXmci86w5L3n4oLYtHj84FUGrRzA,1.0,5.3500696766080136e16,2.1422916025004796e16,2497358282300794.0
5CJL3eBmqsYhvEKFH2FrmpUh95Qvm7Zuu4Z2r74BVjAK,1.0,6311186443452177.0,2526990210999457.5,2497511235295217.5
GkKZ7uX39CcQheeFVYf6bPCwkjuWgZ8hjWFxmncVotDH,2.0,3186661982799414.0,1275800176104262.8,2497775155142312.0
G2aMddTX6RUGXAJersew5GtSNPXVTNqHXCrHxbTgZYg1,2.0,2829504859007211.0,1131794695740677.5,2500016009666404.5
FEnYTgRdUN3GXh8YCVsYHiQatgVjAm7hqnYZvJBwqRyK,1.0,1304335120626743.8,521368802342780.5,2501751379763594.0
EGg3HBiam8bEB4zhA6MP9E9zFAsDVoKXqNB1SfeKqYed,1.0,1677077759460450.5,669549957842408.6,2504783608477476.5
6QeBsUmT3UC5ZbLC9MdbbnhSj9zsp59AF5x3UjxCTiBY,3.0,7.640274103410907e17,3.0494975116744506e17,2505420671491449.5
CNoJGgEkerJ4Fu7pV65G4ZPiUvr67NgBMv3C5c9wHaVM,1.0,1418127169205932.5,565959658923185.2,2505703625421132.0
AsDgE2XwGWeWW4vMduhpEwV4HpVCD1j84DbA8ubx3vf3,1.0,1295490891022220.5,517004694758019.1,2505762334766741.5
H7rtFEYh6RmJnUCDsiN4X49QeYBRivijKpcDJaXSnvAz,1.0,2.0105690690164924e16,8019428619525493.0,2507122594895616.0
5wgPWvW1cyEBTjpxqCshnDYr8BEJrbmKGRb54RYVze9A,1.0,1295875917397820.2,516821946781303.1,2507393359489393.5
BQYnmS99pGCAs6ZJ893SfUdCGH6kx7btnCcj4owuw8UD,1.0,2.4297420149224732e16,9685591351505972.0,2508615041398254.5
AgvfZhy4SoXHbpSCVEfTTu7mEwd8Qkh15BiGakQP6RBK,4.0,6921372013662569.0,2759012016273865.5,2508641489358246.5
3P6JmJJWR1p53BgaUNskJNqfiuq2N42rZaRZHSXETXaR,2.0,4.646872874840518e16,1.85175892654487e16,2509437275137617.5
2HbXriNyNtCrx6cSnhkv9ASza4B4PfF7G5Dxf5vXhPBr,1.0,1451908974157821.0,578493365114948.9,2509810935980780.0
5yY7bupW3Z7jFDBqxP5XcTzJEQyWV5JWf4FHyUp74ptS,1.0,1510336941844429.2,601678541426273.8,2510205762472746.0
AsvhGyVSdE574kFZKLrVmbHo1eCeyPy3p2xt1pS54miy,4.0,4532022784794692.0,1804389002707826.8,2511666152915771.0
7o3EqCixTLQb59nWVNtCqS8pLfvpFfE7KtYTbVu5kVJn,1.0,1428929446032916.8,568905229633132.5,2511717895359099.5
3oRZzKHFEgMqcwTAN9qKHQ4aVbCGWSr8Sh2oUpNtGkLd,2.0,3055293685496681.5,1216083375365641.8,2512404780287405.5
3BuPNyAnm7BpnJoc2q9NqzGgDtnuHMEEVj1eXgofGwAq,1.0,1.700261064189461e16,6759935818924397.0,2515202968983212.5
2krbb4AC1GSBKFa5ag5GFCr7YfgHyfsNsr2MiHEVSV8B,2.0,1759896907755642.5,699453284819747.0,2516103571104363.0
Fb36mcJmnSQrcPbvhicLpLsn51gp8xfvrt63e2nZUR2,3.0,6.49439590892099e16,2.5795705103663276e16,2517626823078665.5
D4ieSEACH2bQAFdPvemnNSRYfJbpUhhrbkj39aJ1Pr41,3.0,1.30424214956385e17,5.173310052844891e16,2521097974490481.0
Fwt6zn83nkK4AQkU7FVxzAwFjRu7gAhBS3iv2qDjd8YT,2.0,4001487826116989.5,1585772824731332.8,2523367637350536.5
BF8awzXkfMRBLHvR3EFez79bA7cgkwQkKxdSL924LUV9,1.0,1474673744615500.2,583579852210168.2,2526944237417601.5
J5VGmeS9AKWKWozvG88yG7NE2LogtRF9a99UET8MWUwW,2.0,3056907539903955.0,1209642055850389.0,2527117443643212.5
3ZDbMMCY2VctwpZhk6uG7hVn6JRNa8kncZXHFJMpbwrR,1.0,1449036835933226.0,573306484375977.1,2527508192255053.5
CzSZg7Qe4CeYukN5Lvn3dhhyAJtj82C1W1GRbiEbhfeQ,3.0,5.146287694766864e16,2.0355126333224016e16,2528251414665502.5
4QbxGnvuxsJAjA7yqXeBsKRec31hwkUtiiD21pQorZFq,1.0,1477452396501018.2,583753463150679.6,2530952687675371.0
9iBBY9JxvgfmAiKi7w6wf6uNwRnRyeEb6sTmeLX5BY8y,5.0,9929282015177468.0,3922305237506470.0,2531491409753163.0
CLvVCitZtCEg1aMq3iwRyrRpMtH4SUquCELno7CN8dTH,1.0,1288550175645349.8,508956918367731.6,2531747048017031.5
CEwPJ5g6Lo9RdWoxr7bfxHH8eT57MeFzD2G5YTPYP4us,5.0,5071143896948606.0,2002733122371499.5,2532111662957721.0
aj2z1QxWFdrv6cKvHFQ35V14xBEyFz1uP88pEQrEU9x,3.0,4294894095777905.5,1695294737066900.0,2533420296702319.0
FScSWVCKe96gFw7JH2CDRvNDid7drDKRULEPL5P9asLh,1.0,4062280261719403.5,1602847466674012.2,2534414750112708.0
3pNdsMgiQ679zvqgqMRHnaLM17rwzFUosQNhAoQFcxtY,1.0,1358035995259303.5,535529473401105.75,2535875358333731.5
9yT4zrqtoNLMMLTp4SS6mRVZxunGnAfj4yHUQsu8jDyT,1.0,1525018692243090.5,601297310423325.0,2536214058847940.0
H8ToQBZkdENC5oWGhWzXVQfWPVcD69VJ63SqT8vGtk7a,1.0,1533366636630182.5,604124325861536.6,2538164035099002.5
8KR2xrdpAjqPDFkkWvoaJn2QET7biz3nJKyYc6t7pEws,1.0,1523648050325041.8,599975937985458.6,2539515260296939.0
5nXFSypds9tacSS4mJ85ZKUTP27XPa44fsNMLLNQe7vt,1.0,5536853480431914.0,2179329638594112.2,2540622300719841.5
AtTGP7sR8P9x5fXymwbbHFeiLMd7EJE8jsqayotZb2c2,4.0,5803236882742126.0,2283624986695057.5,2541239002267520.0
5gdkTYRiUtYQtMPvFzjg4fNjxTfiSjiZ8RAiQZC5b4vu,1.0,1.431879125910148e16,5633747906928353.0,2541610220345910.0
7veNVdcXJFWYpnoanaPeYfB2iPkEEpfqmpeNHz82g6iC,3.0,3052947915840329.5,1201105297678715.5,2541782075010849.5
2yuDJFzxgghbwp7uzpgRiAeFtrv8t4MFEvkQfcy2p6uJ,3.0,4684547612639169.0,1842915081495216.5,2541922663543696.0
4KgNy42hbKjv9G2Eom7CbQL29W63ahiWs1H26sZeqht5,1.0,7580857185795466.0,2981965345180038.0,2542235173205129.0
HqGWwYJGmwhNchjVUQxbyZie5DKKSFeEmhVhccm8JB1W,2.0,7.954427815174463e17,3.128108922244502e17,2542887096612655.0
Dy3PZriWNTbAtYdSEYzGMhN9DkFL6YqjdB4bN8a6oq2F,1.0,1442630615783874.8,566876656659754.8,2544875677690423.5
CLQViqcBJTkH3Yfx9WLvV46XAF3SWdfCScLU5DnuEkRp,1.0,1.2526508665967328e17,4.919662806723975e16,2546212851996005.5
