addresses,numberOfPositions,availableMargins,totalRequiredMargins,marginLevels
C7zJU9WHe1X5MvswSi9TiA2bFjrYDsDj82sh4ZEkQDmN,1.0,1.3341242399559114e17,1.1313938618790414e17,1179186386728465.5
6sxyWxyK3zA9YKmG8JhFiyTXRo1Fd8QXeyCFoWDHVDPa,1.0,1.1818527762055374e17,1.0017167863518e17,1179827264859744.5
AiBFQ62nKb4Jn2JVUsiRXZDkKt6pftXZHQXrjzXQMBAU,7.0,4156983654039712.5,3523229160329879.5,1179878873859710.8
7uWtCpSwkb4HhfXHSGkuLNAkZv8h1MsmZ3iqoiXp65E2,4.0,1.447373833301029e17,1.2187726836482072e17,1187566683040958.8
B6qesTKUAtwkbFeT2pdqBgVkHzbjaVuwZKbhNZPpMc5s,12.0,4800546556167465.0,4030684401994757.5,1191000355619931.0
9uEyQLEMwVUFGAgeYTx2KkaTAAZeZEBiWQKvkoY9Fef7,5.0,1.2856733824078654e17,1.0768983115940115e17,1193867023994891.0
EiGqTYPavCVR9i3gikoC32mX7ySaL7JS73CgCXvHY2jw,2.0,5.096401456453174e16,4.260800121666519e16,1196113713604530.2
GyVmTJZwk1EA33LxXY74Lz1S29qFNhZ89LCB5hZTMoxA,3.0,2.683021754734289e16,2.2334982195576176e16,1201264335579236.2
mYEf8KdphcWHyLAb9TLzzx2Uds6ysywwqW4CzrAXVuk,9.0,3994884426797175.5,3323493961050588.5,1202013445372518.0
9JizsTMy4Ur3yC34a9SBeauiEHni66HgnXCGrFasCnjA,7.0,4220167132744774.5,3509409352440136.5,1202529174834061.2
8sepMzLMT1Ffxu321ojX86nwjz6pycitwsiDZdCkD8Jp,5.0,5532344637145930.0,4596061294391370.0,1203714285511622.2
G5r9CFBLUU8uw7omWaNN5hZyH2iCXJ3VEUBW9o382YPv,2.0,3.917604244277746e16,3.2400434126519064e16,1209120911460649.5
56RNCY6t6619ajoTADDRoTZM5RuHn1SaHC6xKVnJh18A,8.0,2.8430524925448083e17,2.3362426491703e17,1216933734838929.8
EVyPkHWhVAQqBDGEUBBrKwhhx8tPJACibmXcAHhHwTC7,3.0,4.574999796137633e17,3.7238852901202144e17,1228555511168804.8
22SdGEfxWuEmZD6NsLGVNUncFxXSAcsYB85tZJabXG1X,2.0,6.763701683333672e16,5.483342279720934e16,1233499814218765.0
CAvCmFNpDd6o7oyy8HcYKeYf4nm8vPaQ1r6vr7991VK4,6.0,1.2577770034930307e17,1.017812830812779e17,1235764538838272.8
B8dfPqWMZGoCEd1KaEUqBEjsWvpL7nxwbcVkn8DY2qy3,2.0,4620000799393704.0,3728148558928379.0,1239221218352328.8
5RrphgpKnvjctppYTASz3cgcNw1T3zWUpHNfrdTBmkuN,5.0,2654534129050207.0,2140403490128701.0,1240202672670185.0
F7tje1W1dfoZJhWW5qUu4phsxp1KFozz3yuZ7x5exYKz,4.0,9.706918709722597e16,7.795023317702267e16,1245271285805966.8
6Ybq2yjN2NJY9VFtj3qAca2gN7j4qGmVLrVUPDyWuMA5,8.0,4008402609715274.5,3213878748272060.5,1247216501826769.0
8iJD189CkcLsymaGadkuEwDY4dLc3tKmJHjjimZ6qc2H,1.0,5.512732959183691e16,4.418581918707044e16,1247624930488290.2
9hsQD9aR3FK95TqMzgj4ekXyWpyqPBRwiRU1qoNdcurQ,4.0,2508059744011842.5,2006840535496441.8,1249755374007039.2
57dbqFqb22QBhzKHH4MoxcrxsdXcUkC5WVqebAsWNjjQ,5.0,6.912827216561184e16,5.526592840253244e16,1250829836099237.5
DwUVX7q7KyMv6ZZRtx8Xu1z6vrZWKCA3TU8dXc5AqrY3,4.0,5.8021758341373256e16,4.632789671578356e16,1252415120361069.2
9do4vHQm5bHmNCVeAbxU3U6pEn2fjJks89CDV3ycVnXf,6.0,3844893105785371.5,3065633336512140.5,1254192097923823.2
DFpdkyg5HLQUGYjGdxjnhUPxWvEqn17jM1mNu6hVmNo1,6.0,1.236557914043095e16,9842093725238134.0,1256397214418089.8
9XVKUoEJnMvBZGxcv3ZHvsScX66nepwvYTHmDPPgntxB,6.0,3325224567934897.0,2643801698338116.0,1257743563000629.2
3YZCZHhDMm8RJHdTtBNbxitC5r7EeAe722A7Xm5KsDim,4.0,7323898257699336.0,5805353738762506.0,1261576570054201.2
Ev4bd1vHTWK2qLapua8o3AKHyGkvogcvbFmtmiuq2HQm,1.0,1.3337280417413846e16,1.0563895508616306e16,1262534299637426.8
7WmeauKhuTHYbE5XXGWEPKA6dRvYtmLrXNvHsZZtoF3w,6.0,6.774621606752934e17,5.3593626257409056e17,1264072256319169.2
6JMTZsixy2oGG86CyJpZaTFPKwNyYjasVb4JS7Ehn4BR,10.0,1.9958086139139827e17,1.5785293322658554e17,1264346865857193.5
5HaA8YxRSH5a4VpZNJnUPCznGtLZc4MntqQGwC5uPBxE,7.0,3596633858022055.5,2840009871207091.5,1266415970763290.2
BLLQqH9Anu5wtwkEBeWuuFdpJDvbCbowmfCVsVNT9Fzu,9.0,1.8198201066885446e17,1.4354615437496547e17,1267759568072359.5
7JHcuGddzJ2w1HzJPX9kpXSnYx9FthFsQ4mEEujPqGet,4.0,1.0214040139919622e16,7972823800586676.0,1281106969800088.5
46QejU4ndTEspc5roYswTQNpG6bGzPzBpzkR5xHEePPN,6.0,1.8791807482785996e16,1.4620802530859586e16,1285278796640801.8
9GCZhBLXUaPEJFuTrbY2QJZNVFJkEtN7dSXHuUQVrEm9,6.0,7.68690545957359e16,5.972274315999831e16,1287098524423138.2
FQR2oka3xf3uHEriCuCCurCSacNYj62KM7Cjv2TfmdhA,2.0,5.348313404521693e16,4.144772556259437e16,1290375607328481.2
9DrkS2ShdgTnYajRGH6GaFAfMmCAnFH4xJd1wz84BCtV,2.0,1.9723551327220726e17,1.5284023539951325e17,1290468525886838.5
24rGYT5NDczJamrKPD89a6iLNVrk1AGRFDxXiUKEuUwG,7.0,4701955296288670.0,3629488984908648.5,1295486862155889.5
CEBTbMZp8HF8ZvmucnThNTu4DPQQLPRWQxFS3qNFVhFz,7.0,9.79476870243034e16,7.555902368958512e16,1296306943121662.8
7aF8cU2Y9iRwaa5xJfyUJDcZzmgvXLQWNXUNrKXzgQiD,6.0,3395417860893847.0,2610172752704072.5,1300840282458807.0
9DeKk6W96ciP1kqozGG11NrkGkj6vG4qoQqYvkGAqkux,3.0,1.855789786542614e16,1.4241337242372996e16,1303100793808172.2
6wFPqFGdJGkkh8dySRs8CGfZ93tQuc6wZKP9tY4mrJUG,3.0,3.94862454453785e17,3.0293967666821926e17,1303435914359412.0
2J5UazxxEz8SjUh8NBjzcchqDtyLUfkawyRyyGDWJgby,10.0,1.9332702788509868e18,1.483061152089622e18,1303567473348636.8
CJ2YH7AE4J8UVy3CaLPn5Td9bPiFMCYsW47p2CmgRrLu,2.0,5.703533922921947e17,4.3730147843136237e17,1304256720873894.2
8qscGDNoTEApCJ9ChJa8w5nS4iiZDYis8fdB7CTnwmFG,5.0,3.032432022207043e17,2.3228490923575744e17,1305479564808610.8
BxzK1ycN3bnovL4kYuErfdf3y8kxrTr3MbRbrS2MRUcE,3.0,2.1508352844461676e16,1.6473635897315e16,1305622691828904.0
34Gs1JbZL5zuxANaqY3feXgqEDTYgP9GmQ5YFsu7AKQw,2.0,2.5002938954667098e17,1.9122785807073462e17,1307494588231939.8
9NEGZ5xKiEFZfjM3VCiRCYSBg345ttQmWLwcG4pVhVc7,4.0,2266962836266640.5,1732752565271148.0,1308301532314798.2
A7AwKvHfBqdews9wiDjoWo16HJk8zAL51p4p4iwbNS4G,8.0,1.7745787019487446e17,1.3563217747890226e17,1308375884641963.0
3R2iztfLYjgTqGq7ceMrJdAtaPj1WzC8365sTMfoLDxg,1.0,9821743113000888.0,7502658860111495.0,1309101652644637.2
BPPUdazD2Xz1yLXxyCigVqof2ETJ6nTBvcL3mr9hnBwh,7.0,8.1133541913323e16,6.18706465621124e16,1311341426372075.2
6Bbi4Z4Mx2m6DmJyem1viBXrGH3KdV4Mw7TjZmYFAJYS,8.0,8873749234472651.0,6766247200600149.0,1311472810760678.8
H74Sx28iwm1H1wd7vShGYWPhsoFzURqZANHov5GgUPc6,3.0,4029686873830326.0,3071621465824193.0,1311908683627154.0
AtYz8Ufumbr3LASdM7AfmmMuwerTcpXvCFCwar5rFXwr,3.0,2909598458212169.0,2210635567201623.8,1316181871576119.2
HCFJXLwbSM6Z8jLi25JRBpgrhoRLh8ah3yBgTprJi1i3,1.0,3926451302369495.0,2977191162891406.5,1318844201645479.8
CfuEZMRJbrqTJ6FkcvC9x5Rc7DAjZBgkqaxzvzc6Kd6Y,3.0,7241126874359516.0,5485889533615864.0,1319954918885641.2
n58PbPXSyjcHrEQr1LHKK9eBaxHbkUQSArtqrMSQJT8,6.0,4.603915097149125e16,3.4788613804594736e16,1323397110045545.8
9XaF9LQ26qJG9t4hVmQbEaUqiEmx2xqNQnNmEoP6JVfc,2.0,1.359398849828894e16,1.0261065509688578e16,1324812563125475.5
6DCBqaZoKn5FaYgjw7wvxgGkpUoUwGdjqEKT8S9Xi7nZ,1.0,7.685385814620662e16,5.797656872487287e16,1325602046421817.5
3Ty2uaKNvLvW2ePTDPt53tpesTmBeqHv1hWoMHaiBRkj,4.0,9.223527835587637e16,6.953689464371551e16,1326422165218335.0
CNY23BTZEo69BrahwdNvRsnLNasaPPcsCc3DfH9Ymud8,8.0,4.2669275431101773e18,3.2146582132994785e18,1327334746025974.8
FMd998w2i4Xy2bsg8cP99Uy3QEvb5jpRfD71nBpG3cv,7.0,5.276227574351007e16,3.972276380297151e16,1328262957865059.8
9Ui4DtmC89vXRA2fWkSkteV1ZqvWahuyEZkVWveYM7N,6.0,3.560255664351798e16,2.6795629357573908e16,1328670290532092.2
GMg95gyVEWUBNAgtKvEC7jgTMegLQSovELv3Fzm5bDz,10.0,2.0703436917016874e17,1.5580255750049517e17,1328825229133422.2
EbJ5s37JbCAYjzthdj19o6bB2hF8jd4gdofXjVcA1ZHX,5.0,2.352375195928497e16,1.7702285081454432e16,1328853978514294.8
9p5fhrEtdnbtmfeSSUHWz8jq2b3CLpgn6p5eBjDkHVix,4.0,1.552735055161651e17,1.1661078297218501e17,1331553579853779.5
HPBm91zQwnu3GV2WLQ2SgMQEHRwZ5saqiLfK4FZJf8vX,1.0,3.91546983116572e16,2.9386427193530004e16,1332407578975026.5
vCbiLLLYaBhsLMkPZrqctvJFU4KiXnswqHYVEC3VHzo,10.0,2.3962548904087382e17,1.7951754213613254e17,1334830491714063.0
BLjZboLHaexaXvFEashM92kbSqpneU8nzdWtjPNkKuFe,1.0,9.380915818525914e16,7.0085661648011864e16,1338492866863307.2
BDXHq6qJnaeVYiuvAByoQffh3xc5PCWVu3ESSSo67GnA,2.0,5424872911605833.0,4044619222004309.5,1341256769510564.5
WXuUyMY37YAwdi2A7M72Cs9AjzyBeay8gkY23f82URK,5.0,2709808590558384.0,2020214682504849.8,1341346844979124.8
akbShMqRrtdECsxndjVWpRtEDVpvg9Cytam7S3gnffP,8.0,5018852555657686.0,3738224885583997.0,1342576412406934.5
A5yTrRmttbmLfAvJDL7zVKKxkNYp55rZxLfd4xFgygKn,3.0,2043230731651049.2,1520655268736755.2,1343651499230598.0
3hxH6t9ZzraDTeUXPXjKNtyWxk2qAwigb3Suv2dMSzvK,5.0,3.009152121244253e17,2.2369681801153994e17,1345192188245171.2
4fq8xVyd2iSMweSResF4AeaBLXzzYyq9zminsrToq4RU,5.0,8166481966980029.0,6067646886972081.0,1345905936700829.2
HCBupZ8e815B16BbV4QJjH4CDyzcN7UzJFAjwjyeGMEM,9.0,5.125495592632884e16,3.805403162788349e16,1346899493528895.2
9oaeiPy19WSMhTCsLad63yGATCzHEvRuxPmkvkEJZLP1,5.0,2.0367830761240403e17,1.509384583830331e17,1349412931564030.0
Fo81jpTWrTRu1eB5zhxD3FZ3RwV2FAKu1n2A8y71Mw6H,3.0,4.522445318405545e17,3.350484098264327e17,1349788623306207.2
DBEvSKpki3cYvLGY6ivPhFHruNruuA7ZTvWHFHxDV6za,2.0,7632325471566750.0,5654393926767717.0,1349804341617510.8
GXXMJiGMb4S4GMsefVrUn4yRUh2PDRouUHKmo77EbsQ5,11.0,7.647382275438239e17,5.660028604311396e17,1351120782254178.2
mEF29RFeCSafDMrKLMt23cZtoDFD7fppRNZS7TGi5Wg,5.0,3450885628938189.0,2549777864976818.5,1353406379566936.5
GYf1w7Pk2niDBnxv2ism8CKhpGTjiF84keddJhh1TgAm,3.0,2611551294376597.0,1928996949778342.2,1353838996311884.2
7bqFaaVKDwNERxRAcPDuVoRwjZ7TKiqEngP7HtYgDCF7,8.0,4959304258112555.0,3662977940833346.0,1353899569753971.2
8WM8EnTx3SdNpqkHiPmv4TihSaggS8RFUF1Kf5R64UW6,3.0,3337741546215144.5,2463869062983718.0,1354674887704128.5
6e6SwaRNi1tytt5H7RzEsYkfMYqBzjTG7KDQGfgnkj2L,1.0,3139338618157156.5,2306870081749326.0,1360864941200572.5
AEevCbyTvhLjfogZ4cu9nY4FawCm19JfNdbuaxNALi3d,6.0,8728904883366159.0,6409861470299378.0,1361793062738135.5
FLMPcPQ5bC93by3ULBBvBWpNkNA1mfDmCtLiokMi4TAw,3.0,2066306950589071.5,1511999207989833.2,1366605841901317.8
BjaRz89nYi5BQ3C1hrMgHURQLuqrVmzoKKZj8DV9BfdQ,5.0,3.268566372830874e17,2.3900329762525606e17,1367582123471704.5
7fyRfoMUGkwdNBmUDCQvZkANUfmbJjH3niQz1hMKQog5,5.0,8.606739842746082e16,6.2911155019067496e16,1368078497388499.2
AraFc4La85bof36iu97i1T4gMnux3dGuQZ17FoPuGtBQ,3.0,1.1876850596525352e16,8675326872862220.0,1369037820773993.0
FL3mma5aLse75WWefLzEYZvt7CYQ9edTGGeeiLPjedzp,3.0,1.6343382818414396e16,1.1911906643818404e16,1372020727420297.0
BCWP7miTM9x1tbPMK6iJTrERECMkPWjpgT1QTKndpMNu,3.0,2077386606361433.8,1511839778251134.5,1374078547373923.5
AwoFYeEGkqQ6kjXPfZNDPdVjb55uGXomnF9js2HDVumN,2.0,4585039930228971.0,3335851212800545.0,1374473751297707.2
8B4Bm1uwR9XbgdmW7Hy28fcMfwSXXnvmAiVupqHcrMz6,3.0,8536690975837981.0,6205784312044881.0,1375602268236911.8
C932N5UjiNmSkpFcgYLTBfixS6sDnCjvrm6LPrb1PSzu,7.0,5072605737344703.0,3685808321460594.5,1376253265209015.2
GGKRYHUifNAyXACx9kDaWNXGpGpmeoevcihgPtrdPYd7,1.0,1.5762400916100688e16,1.1429625015901408e16,1379082944031088.2
F6Y7ZKTqWHeN9AXrJEeG2c84jQaW9HuYA1a79fJfQfFw,1.0,1.5640873958876306e16,1.1313906186442852e16,1382446849136715.0
39xKmoWykPUG5hjcRVJuX9h28r9Fd4th7viZqMyQs85L,10.0,5941918507851954.0,4297744584795220.0,1382566690648294.0
DyT9RiwATCMQtT8piUXYYfSLxAYEt3WYJcR4T1FUESRK,4.0,2244437729725927.0,1621993527567316.5,1383752580746828.8
8aprrFM9MrzmtESujVmZSTrcPXRYBE4v5g9HA6KEnDyX,6.0,7.184757141976236e16,5.186163233911205e16,1385370420853060.8
EN1vxjHdbKfbizD8rdTYEowusa6ygVViDNV4i1zdBMPF,2.0,9166553142542490.0,6590728438335726.0,1390825494982343.0
Bq46c446Y1T5f6Rv5jjxNZ4ETsZUU7NCNBT895UnS5F4,3.0,8.298366636119178e16,5.96419484275559e16,1391364107797180.5
GthWwLcUDhz3mbXgqzUs6LFo6oqnKR82rJmU22MckU77,3.0,2289592853143022.0,1644087953608947.0,1392621877751201.5
8BGJTBtg3yETaG3s8rQTCZ5dnmxWCG4B8ZjzCgRwzACU,3.0,2120776788917227.2,1518861243337442.2,1396293965772131.2
5tGZCdf3oyW8VqbMUppCf5Kj56mJDm1pwYhkQXWYi3eV,2.0,1.4036090803333178e16,1.0043140602327494e16,1397579836737556.0
Hm8XSwZ73RzAFdt6834MP5cGrnpJHuEYWnHChL1Gyrib,4.0,2895043259193629.5,2067389911667200.0,1400337325269710.2
G4RrbASpWzswsoXb2KkDrhSdacWs2UvvjgHZKz7qRFQm,6.0,5.878219285120172e17,4.195799425241653e17,1400977189175724.5
7SEpH77Jmw7FJnSZ89pNfYjeAYP7qGCYZxqjxRTft7xJ,7.0,2.7590775873880404e16,1.968923733655177e16,1401312575102132.2
GAohpkjS4fseLwTtaaayGv1Sg7qqFV5fMF29NdxVz7Bx,1.0,3095063609349369.0,2207467324275745.2,1402088074107660.0
5GLzxbTiTtaVjo2febiCJBM4kkVvV1EXgmkp2KgHgMih,1.0,1.3844201737005718e16,9865644702985030.0,1403273901888733.2
4JCe1KZY8mw9fCSzbmZRz4beyDw1Xfnrv67z9BDN5EN4,2.0,3.776608195386925e16,2.6874887600801456e16,1405255438268065.5
CsSHr2tpmXBVurKpubBgGTD7RKbUUxdHQ4NhPVZ9vV3Q,4.0,2369310169784532.0,1683763668045441.2,1407151261634533.2
Dec3v4nGQ6QCuDGh7Z54PjaAJrrotJKqSVZ3DjVVrrE9,2.0,2.1831092258923268e16,1.550179961985551e16,1408294055805035.0
FKLa55FxcVAz6RmGVn9enxG8u9hnpRL6XrfSEni9yfT1,3.0,2.0307439638367256e16,1.4415373112779026e16,1408734930375475.0
GiRNFCZ8ofBjwMySh1dkxudfaaZB6ghFqoAvNdUK3YBu,4.0,9358072329814340.0,6634986198233551.0,1410413232254464.0
9FA95W8AQYbWdwPhrKiHpJmmoE6ryQwWc2ZPMZvdwYjv,6.0,9208060009254034.0,6528539712544369.0,1410431798639603.5
dLq8Vhuteq9gAE6yRtra2sUZHow65LM12cQpgto2H1S,1.0,2.3581840871543884e16,1.669674807505393e16,1412361303263403.0
4uFPoSLocGcjbynwQFFFkjnCG58AkDmTKqBYUYptYB2q,7.0,2.0317412521379668e16,1.436874878011333e16,1414000121534550.2
AgRS8PtqkQPxSTxDZ1UPkdVndojgDcZbzTT7iFYTKEmP,3.0,2194343619967598.8,1551466671444732.2,1414367230927504.8
42oFHPbzuunsCFH4Ac2i1YcetRzY5RNgP8maAmE8o53v,3.0,8357002510595424.0,5894793374296406.0,1417692186978971.8
DPZhYixTU8v8jiD4cgiPm6hiA9j2FhtEcRp6XkiqcnCM,10.0,1.0710425386980411e17,7.547838515453773e16,1419005635196277.8
5GuFhVt6u8ocKXB7mTs6HW4VdqWAgvvmCM3obbbFbn89,5.0,3000946317111536.0,2112065914414753.8,1420858268025734.5
3p2Yf12yCG2SRRBNWoGHrmqNP1yXXge18EzTMj2KxmX7,5.0,5.973110877017508e16,4.2030230150330584e16,1421146364331894.2
6AHxDPbPa5TMpK4gSe8HWkgN5RV5hpxTxYkD4Z4NZonS,2.0,6.2935668496868264e16,4.428481593470606e16,1421156826973407.5
BQJuT3N8aDwAwXU2greRzDvMAibrLQWAxBN6FPVQNRpi,1.0,2.3587754789595836e16,1.65644130888849e16,1424001844377073.5
3QZ1G4hgar8AmFTy5a8SQRdjTE1doemn3Hvi93w4Ds84,1.0,3427379944877721.5,2403822163109307.0,1425804286804835.2
GCDTygk7beDJkRu7hmUmSernEWz33sBJAyCrHBTqaBAR,1.0,3614837701908817.0,2530626310122050.5,1428435991299907.0
FY9yTxc7o5oiCj6CfbKUoBVDgWEw6eBmHUtuWoXPFfVf,4.0,2.7941062781667684e16,1.954904955207803e16,1429279858707892.8
H5KiQ4ozMAZHym9pUcKhoJmqKR7iF7qE1aDKfMdu3iAH,4.0,2958482896141429.5,2069392538469753.2,1429638331608718.8
3rxZg2cKgXRg3aHnp8rnzvGnEBvMqX2R8sYLadDg2kkn,1.0,2.5125434693394368e17,1.75567364361607e17,1431099383689830.5
27Spf2Y16iRyERheyiUDf5AX1c2jHfrXNidq5MA3LAAq,4.0,4.408897643179307e17,3.0782929362911386e17,1432254088362148.8
FPygVubhvZ4gstkmKpdoP72aB1bff58kkvRuMn5HmJLi,2.0,3.446449362645426e16,2.403653163862824e16,1433838048875055.8
9DDJKozYkYr8oA3N9seMbRNCV28CSd2ibPgnHqQqAAiv,5.0,2510731512648031.0,1750729478651933.0,1434105921710590.0
BDXZun3s4NRHMbpn8CrT4QxWCCWqVwUM17mmHDtExt9L,7.0,7243271057679620.0,5039982318795244.0,1437161997705390.8
6cXXDdjsBAkULNGNttvJnpYozWYo6oWXxNtZVAZnJqyi,5.0,7777675209823816.0,5401699908842510.0,1439856960045460.2
6iRr6Y4BbPAJnd9L9ZfesFs25ke9qh4ozY6vJNrfwf97,2.0,7.949701850577466e16,5.520067915282666e16,1440145659905415.5
6nGiVrDBdSS16tkLXGYuygaTnGsg1ZN4F1peHSrpBgHX,4.0,9521845449639814.0,6611571536466141.0,1440178843580841.5
DV1mTF4FkztWCpr5q2szgeNpgHuo3Ph4VoGm4Z4SrBFY,7.0,4.2745695299385645e17,2.9665123915711334e17,1440941066716614.8
98SXTsRmagerQs31yL68CaVyB7h11T92uUbH8AP5iT7V,4.0,1.6762725881602064e17,1.162134222408216e17,1442408764700668.2
2CgNhuNiTYJftQULGAUSGfmWpfcLmCvuZwEsAfRuuf4j,1.0,3457315009094443.0,2393705940646858.5,1444335726618183.5
FsB2RkDesXBB7Mhya8TrZa7Eip8hsK41Q4wxC4CMCkPe,2.0,5.905313079337237e16,4.0851128104242904e16,1445569156442437.8
5rJByfKVSv6AFEbcS9xrtF5ZrxQeBu31SZssoFvxdeUE,1.0,7.119976413918157e16,4.919662806723975e16,1447248865143133.5
D7bbottShUNywhnNneUesiZSFV5oAjksrCDuqkweQ1oP,2.0,6764934043455124.0,4667838486415038.0,1449264807071481.0
FC2MFgZExpfcegABRrJZkqAk87xg7PqfjC6qV3d3TRK4,5.0,6.045611657446967e17,4.1704964865032006e17,1449614374934044.8
Fk5oruRrnBdNfboABRovSR53au5TKe9Q9oPhFqaGYwEV,1.0,1.5741726894588348e16,1.0837349548532152e16,1452543984494849.2
FcJeMgRfEpkNoYwQxuqAshS21LrZsB3wFqYH8wGhoLiY,1.0,2086931768974892.8,1436450911982821.2,1452838904250597.0
5owJzujqrtVTAoViMowR2BF2Ny2gzXkJ2ttoSM2kuDXF,4.0,2993599003602465.0,2059885839428701.5,1453283937537394.8
8THiXL3PbjTWdJf6U1SYChT6ve8goa7JMDgmoAh4dYcv,6.0,8.050068545497186e16,5.534986988739606e16,1454397013375870.5
9kUuNNFWuvTeh6zpZuK4JENf6H2s8FiDAYp6X7myUXjM,5.0,3818378854521237.5,2623974823243316.5,1455188830585500.8
G4SK1bbvN5DbwPbqLoE91PGiSaYUmRqaCCkYuCYoUpSv,3.0,1.3674598137245998e16,9396361631112708.0,1455307774869736.0
6XXRwJLjFhLeAYPBPUJ5F1XU1EQFgCe4XgExEWRFebw1,2.0,8.565840738285878e16,5.876104624114756e16,1457741358643071.2
EjoxyzzwQwM9E9ZYxd9zXVYa6geg94efXBJr6GW5u6HT,1.0,9.29558020773982e16,6.376365873288225e16,1457817884428609.2
Bo8AM1q6aZj6SN62vWbasbRstxgAtMUQH86ApeygdVj7,1.0,4.832590593271726e16,3.314641044172968e16,1457952921257420.8
5xPyd86T7yP3ZQFimC7EzRuJKUKLg8uaZx6LSsw18bvb,9.0,6.366221240907721e17,4.364237162223826e17,1458724859412491.5
7jETxB9x5jmKNSum7VrLhxNJET3toT9vtPH1iBtiqyVM,3.0,2.048422132254236e16,1.400399213176103e16,1462741561821088.2
3qsE5WboVEkUDJrdCxK2sbxPMfNKdCWpVTCuxbETxqDo,8.0,5068879221852470.0,3461947368019715.0,1464169926058680.5
