addresses,numberOfPositions,availableMargins,totalRequiredMargins,marginLevels
7gUkzEhQtjzhrEtHpW1S12iaNvg8kaS4awghpgUjwhSa,1.0,1.5215567085135133e17,1.3034395688010914e17,1167339664172576.0
6PwFcrxEDsURAwPPRLAsN1y1FUbyJmZGQ7d7geCasAbH,6.0,3751205046859889.5,3213055906661255.0,1167488259100301.5
HRoGXgbd4m9Tpts49gLV7D4dHCasSmM33TB7VRpskTi3,10.0,4463106305730433.5,3820609034858059.0,1168166191570618.0
H1LyDuFSNW7JGSsmKxfAFnX5ZSaJSreVvASdrKiPKFqH,3.0,1.2541734332916154e17,1.071771504318543e17,1170187328397994.2
6CVzn5T72iCQK6ve7knqzFEH5QWRFJ4557pYZz7M3LMa,1.0,3.935965281750216e16,3.354616133525802e16,1173298262777207.5
BLTDu431NKQKPg7kD7EnibxCZCJNAzzXW8vUWnYpVMQW,12.0,4.8933114402869165e17,4.164280044669203e17,1175067811914082.0
2JqSUxk2d3qWSipz5d82YdbeAFjbV7VbndyJ1wtSxrq7,11.0,4623897901133980.0,3927806202878070.0,1177221497778035.5
C7zJU9WHe1X5MvswSi9TiA2bFjrYDsDj82sh4ZEkQDmN,1.0,1.3345810111716288e17,1.1313938618790414e17,1179590111046855.2
AiBFQ62nKb4Jn2JVUsiRXZDkKt6pftXZHQXrjzXQMBAU,7.0,4157002529458441.0,3523229160329879.5,1179884231279813.2
6sxyWxyK3zA9YKmG8JhFiyTXRo1Fd8QXeyCFoWDHVDPa,1.0,1.1822567441536651e17,1.0017167863518e17,1180230540469808.8
7uWtCpSwkb4HhfXHSGkuLNAkZv8h1MsmZ3iqoiXp65E2,4.0,1.4470528772401987e17,1.2187726836482072e17,1187303339379637.2
B6qesTKUAtwkbFeT2pdqBgVkHzbjaVuwZKbhNZPpMc5s,12.0,4800563638767456.0,4030684401994757.5,1191004593758739.8
9uEyQLEMwVUFGAgeYTx2KkaTAAZeZEBiWQKvkoY9Fef7,5.0,1.2858872690255418e17,1.0768983115940115e17,1194065637564411.5
EiGqTYPavCVR9i3gikoC32mX7ySaL7JS73CgCXvHY2jw,2.0,5.097203438333939e16,4.260800121666519e16,1196301936909511.5
GyVmTJZwk1EA33LxXY74Lz1S29qFNhZ89LCB5hZTMoxA,3.0,2.6831045829523412e16,2.2334982195576176e16,1201301420103113.2
mYEf8KdphcWHyLAb9TLzzx2Uds6ysywwqW4CzrAXVuk,9.0,3994899988988459.5,3323493961050588.5,1202018127851700.2
9JizsTMy4Ur3yC34a9SBeauiEHni66HgnXCGrFasCnjA,7.0,4220186641461154.0,3509409352440136.5,1202534733808356.0
8sepMzLMT1Ffxu321ojX86nwjz6pycitwsiDZdCkD8Jp,5.0,5532542415362497.0,4596061294391370.0,1203757317621922.5
G5r9CFBLUU8uw7omWaNN5hZyH2iCXJ3VEUBW9o382YPv,2.0,3.91801570756398e16,3.2400434126519064e16,1209247904600502.8
56RNCY6t6619ajoTADDRoTZM5RuHn1SaHC6xKVnJh18A,8.0,2.8435688621049322e17,2.3362426491703e17,1217154760493224.2
EVyPkHWhVAQqBDGEUBBrKwhhx8tPJACibmXcAHhHwTC7,3.0,4.5724278340370214e17,3.7238852901202144e17,1227864844861914.2
22SdGEfxWuEmZD6NsLGVNUncFxXSAcsYB85tZJabXG1X,2.0,6.763481560630375e16,5.483342279720934e16,1233459670326214.2
CAvCmFNpDd6o7oyy8HcYKeYf4nm8vPaQ1r6vr7991VK4,6.0,1.2563339119184787e17,1.017812830812779e17,1234346702934789.8
B8dfPqWMZGoCEd1KaEUqBEjsWvpL7nxwbcVkn8DY2qy3,2.0,4617274820511010.0,3728148558928379.0,1238490029978366.0
5RrphgpKnvjctppYTASz3cgcNw1T3zWUpHNfrdTBmkuN,5.0,2654554909201990.0,2140403490128701.0,1240212381190975.0
F7tje1W1dfoZJhWW5qUu4phsxp1KFozz3yuZ7x5exYKz,4.0,9.703623547357082e16,7.795023317702267e16,1244848559377678.5
8iJD189CkcLsymaGadkuEwDY4dLc3tKmJHjjimZ6qc2H,1.0,5.5029261195426696e16,4.418581918707044e16,1245405476414234.8
6Ybq2yjN2NJY9VFtj3qAca2gN7j4qGmVLrVUPDyWuMA5,8.0,4008403877262183.0,3213878748272060.5,1247216896224631.5
9hsQD9aR3FK95TqMzgj4ekXyWpyqPBRwiRU1qoNdcurQ,4.0,2508067044471897.0,2006840535496441.8,1249759011794858.0
57dbqFqb22QBhzKHH4MoxcrxsdXcUkC5WVqebAsWNjjQ,5.0,6.917141207479014e16,5.526592840253244e16,1251610423894019.2
DwUVX7q7KyMv6ZZRtx8Xu1z6vrZWKCA3TU8dXc5AqrY3,4.0,5.803055637760741e16,4.632789671578356e16,1252605028318430.8
9do4vHQm5bHmNCVeAbxU3U6pEn2fjJks89CDV3ycVnXf,6.0,3844967614234944.0,3065633336512140.5,1254216402346888.2
DFpdkyg5HLQUGYjGdxjnhUPxWvEqn17jM1mNu6hVmNo1,6.0,1.2358912167342216e16,9842093725238134.0,1255719820636354.2
9XVKUoEJnMvBZGxcv3ZHvsScX66nepwvYTHmDPPgntxB,6.0,3325236058013454.0,2643801698338116.0,1257747909044647.8
3YZCZHhDMm8RJHdTtBNbxitC5r7EeAe722A7Xm5KsDim,4.0,7323680238374737.0,5805353738762506.0,1261539015180819.0
Ev4bd1vHTWK2qLapua8o3AKHyGkvogcvbFmtmiuq2HQm,1.0,1.3352346120423776e16,1.0563895508616306e16,1263960449962147.8
6JMTZsixy2oGG86CyJpZaTFPKwNyYjasVb4JS7Ehn4BR,10.0,1.995412562463223e17,1.5785293322658554e17,1264095966844635.5
7WmeauKhuTHYbE5XXGWEPKA6dRvYtmLrXNvHsZZtoF3w,6.0,6.776383829867315e17,5.3593626257409056e17,1264401068388335.2
5HaA8YxRSH5a4VpZNJnUPCznGtLZc4MntqQGwC5uPBxE,7.0,3596697788537391.5,2840009871207091.5,1266438481429884.8
BLLQqH9Anu5wtwkEBeWuuFdpJDvbCbowmfCVsVNT9Fzu,9.0,1.819505364770543e17,1.4354615437496547e17,1267540306247219.0
7JHcuGddzJ2w1HzJPX9kpXSnYx9FthFsQ4mEEujPqGet,4.0,1.020328475049299e16,7972823800586676.0,1279757963513778.8
46QejU4ndTEspc5roYswTQNpG6bGzPzBpzkR5xHEePPN,6.0,1.8787981695747404e16,1.4620802530859586e16,1285017129264437.2
9GCZhBLXUaPEJFuTrbY2QJZNVFJkEtN7dSXHuUQVrEm9,6.0,7.688357913288306e16,5.972274315999831e16,1287341723854019.0
FQR2oka3xf3uHEriCuCCurCSacNYj62KM7Cjv2TfmdhA,2.0,5.346761412273132e16,4.144772556259437e16,1290001161631523.2
9DrkS2ShdgTnYajRGH6GaFAfMmCAnFH4xJd1wz84BCtV,2.0,1.9724226514100637e17,1.5284023539951325e17,1290512701877417.8
24rGYT5NDczJamrKPD89a6iLNVrk1AGRFDxXiUKEuUwG,7.0,4701945950568329.0,3629488984908648.5,1295484287214794.5
CEBTbMZp8HF8ZvmucnThNTu4DPQQLPRWQxFS3qNFVhFz,7.0,9.798408366416462e16,7.555902368958512e16,1296788641244322.0
7aF8cU2Y9iRwaa5xJfyUJDcZzmgvXLQWNXUNrKXzgQiD,6.0,3395418450749480.0,2610172752704072.5,1300840508442176.2
2J5UazxxEz8SjUh8NBjzcchqDtyLUfkawyRyyGDWJgby,10.0,1.932570072838556e18,1.483061152089622e18,1303095337717921.8
9DeKk6W96ciP1kqozGG11NrkGkj6vG4qoQqYvkGAqkux,3.0,1.855911931446794e16,1.4241337242372996e16,1303186561669786.0
CJ2YH7AE4J8UVy3CaLPn5Td9bPiFMCYsW47p2CmgRrLu,2.0,5.702942678679058e17,4.3730147843136237e17,1304121517982513.8
6wFPqFGdJGkkh8dySRs8CGfZ93tQuc6wZKP9tY4mrJUG,3.0,3.951065845595625e17,3.0293967666821926e17,1304241784717704.0
BxzK1ycN3bnovL4kYuErfdf3y8kxrTr3MbRbrS2MRUcE,3.0,2.150671196894857e16,1.6473635897315e16,1305523085674966.2
8qscGDNoTEApCJ9ChJa8w5nS4iiZDYis8fdB7CTnwmFG,5.0,3.036115681268798e17,2.3228490923575744e17,1307065401389159.5
34Gs1JbZL5zuxANaqY3feXgqEDTYgP9GmQ5YFsu7AKQw,2.0,2.5005923517480477e17,1.9122785807073462e17,1307650661873274.8
9NEGZ5xKiEFZfjM3VCiRCYSBg345ttQmWLwcG4pVhVc7,4.0,2266953074143983.5,1732752565271148.0,1308295898433277.8
A7AwKvHfBqdews9wiDjoWo16HJk8zAL51p4p4iwbNS4G,8.0,1.77472654946357e17,1.3563217747890226e17,1308484890865687.8
3R2iztfLYjgTqGq7ceMrJdAtaPj1WzC8365sTMfoLDxg,1.0,9822680115889018.0,7502658860111495.0,1309226542087913.2
6Bbi4Z4Mx2m6DmJyem1viBXrGH3KdV4Mw7TjZmYFAJYS,8.0,8873775945921932.0,6766247200600149.0,1311476758510219.8
BPPUdazD2Xz1yLXxyCigVqof2ETJ6nTBvcL3mr9hnBwh,7.0,8.11665773142734e16,6.18706465621124e16,1311875369409461.0
H74Sx28iwm1H1wd7vShGYWPhsoFzURqZANHov5GgUPc6,3.0,4030719410630935.5,3071621465824193.0,1312244837288045.2
AtYz8Ufumbr3LASdM7AfmmMuwerTcpXvCFCwar5rFXwr,3.0,2909629498461090.0,2210635567201623.8,1316195912899520.2
HCFJXLwbSM6Z8jLi25JRBpgrhoRLh8ah3yBgTprJi1i3,1.0,3927456786632989.0,2977191162891406.5,1319181930803092.0
CfuEZMRJbrqTJ6FkcvC9x5Rc7DAjZBgkqaxzvzc6Kd6Y,3.0,7238780818323400.0,5485889533615864.0,1319527266082620.0
n58PbPXSyjcHrEQr1LHKK9eBaxHbkUQSArtqrMSQJT8,6.0,4.601613175766832e16,3.4788613804594736e16,1322735421886534.0
9XaF9LQ26qJG9t4hVmQbEaUqiEmx2xqNQnNmEoP6JVfc,2.0,1.3588795545546744e16,1.0261065509688578e16,1324306479937790.0
CNY23BTZEo69BrahwdNvRsnLNasaPPcsCc3DfH9Ymud8,8.0,4.268433665179404e18,3.2146582132994785e18,1327803263040628.5
3Ty2uaKNvLvW2ePTDPt53tpesTmBeqHv1hWoMHaiBRkj,4.0,9.233145277932002e16,6.953689464371551e16,1327805235657940.0
6DCBqaZoKn5FaYgjw7wvxgGkpUoUwGdjqEKT8S9Xi7nZ,1.0,7.698306781795878e16,5.797656872487287e16,1327830699731145.5
FMd998w2i4Xy2bsg8cP99Uy3QEvb5jpRfD71nBpG3cv,7.0,5.276906766323267e16,3.972276380297151e16,1328433940925460.5
9Ui4DtmC89vXRA2fWkSkteV1ZqvWahuyEZkVWveYM7N,6.0,3.56084868835406e16,2.6795629357573908e16,1328891604237528.5
GMg95gyVEWUBNAgtKvEC7jgTMegLQSovELv3Fzm5bDz,10.0,2.0714893876408723e17,1.5580255750049517e17,1329560580309658.0
EbJ5s37JbCAYjzthdj19o6bB2hF8jd4gdofXjVcA1ZHX,5.0,2.354430342169888e16,1.7702285081454432e16,1330014928206345.5
9p5fhrEtdnbtmfeSSUHWz8jq2b3CLpgn6p5eBjDkHVix,4.0,1.5531782732037034e17,1.1661078297218501e17,1331933663093730.0
HPBm91zQwnu3GV2WLQ2SgMQEHRwZ5saqiLfK4FZJf8vX,1.0,3.915834666064247e16,2.9386427193530004e16,1332531729793404.5
vCbiLLLYaBhsLMkPZrqctvJFU4KiXnswqHYVEC3VHzo,10.0,2.3970927149984656e17,1.7951754213613254e17,1335297200749713.5
BLjZboLHaexaXvFEashM92kbSqpneU8nzdWtjPNkKuFe,1.0,9.38176744780847e16,7.0085661648011864e16,1338614379489789.2
WXuUyMY37YAwdi2A7M72Cs9AjzyBeay8gkY23f82URK,5.0,2710034936561058.5,2020214682504849.8,1341458885548196.0
BDXHq6qJnaeVYiuvAByoQffh3xc5PCWVu3ESSSo67GnA,2.0,5425841781615979.0,4044619222004309.5,1341496314930532.5
akbShMqRrtdECsxndjVWpRtEDVpvg9Cytam7S3gnffP,8.0,5018843958184495.0,3738224885583997.0,1342574112525720.0
A5yTrRmttbmLfAvJDL7zVKKxkNYp55rZxLfd4xFgygKn,3.0,2043221358493956.8,1520655268736755.2,1343645335337120.8
3hxH6t9ZzraDTeUXPXjKNtyWxk2qAwigb3Suv2dMSzvK,5.0,3.009778580963845e17,2.2369681801153994e17,1345472236806059.0
4fq8xVyd2iSMweSResF4AeaBLXzzYyq9zminsrToq4RU,5.0,8165320081983228.0,6067646886972081.0,1345714448135584.0
HCBupZ8e815B16BbV4QJjH4CDyzcN7UzJFAjwjyeGMEM,9.0,5.125805450684717e16,3.805403162788349e16,1346980919343343.2
Fo81jpTWrTRu1eB5zhxD3FZ3RwV2FAKu1n2A8y71Mw6H,3.0,4.5175990603524326e17,3.350484098264327e17,1348342188131176.2
DBEvSKpki3cYvLGY6ivPhFHruNruuA7ZTvWHFHxDV6za,2.0,7631776127175524.0,5654393926767717.0,1349707188076682.0
9oaeiPy19WSMhTCsLad63yGATCzHEvRuxPmkvkEJZLP1,5.0,2.038004971176711e17,1.509384583830331e17,1350222463518815.0
GXXMJiGMb4S4GMsefVrUn4yRUh2PDRouUHKmo77EbsQ5,11.0,7.64706892616941e17,5.660028604311396e17,1351065420472333.2
mEF29RFeCSafDMrKLMt23cZtoDFD7fppRNZS7TGi5Wg,5.0,3450921605661203.5,2549777864976818.5,1353420489314891.0
7bqFaaVKDwNERxRAcPDuVoRwjZ7TKiqEngP7HtYgDCF7,8.0,4959448092303533.0,3662977940833346.0,1353938836763847.2
GYf1w7Pk2niDBnxv2ism8CKhpGTjiF84keddJhh1TgAm,3.0,2611812809707912.0,1928996949778342.2,1353974566941659.0
8WM8EnTx3SdNpqkHiPmv4TihSaggS8RFUF1Kf5R64UW6,3.0,3336597795962393.5,2463869062983718.0,1354210678680226.0
6e6SwaRNi1tytt5H7RzEsYkfMYqBzjTG7KDQGfgnkj2L,1.0,3140070149476861.5,2306870081749326.0,1361182051091369.0
AEevCbyTvhLjfogZ4cu9nY4FawCm19JfNdbuaxNALi3d,6.0,8729851420854338.0,6409861470299378.0,1361940731684268.8
FLMPcPQ5bC93by3ULBBvBWpNkNA1mfDmCtLiokMi4TAw,3.0,2066319612757991.5,1511999207989833.2,1366614216356048.2
BjaRz89nYi5BQ3C1hrMgHURQLuqrVmzoKKZj8DV9BfdQ,5.0,3.2678717281053286e17,2.3900329762525606e17,1367291481153189.0
7fyRfoMUGkwdNBmUDCQvZkANUfmbJjH3niQz1hMKQog5,5.0,8.602654363158189e16,6.2911155019067496e16,1367429092750060.5
AraFc4La85bof36iu97i1T4gMnux3dGuQZ17FoPuGtBQ,3.0,1.1884757124080428e16,8675326872862220.0,1369949201713402.8
FL3mma5aLse75WWefLzEYZvt7CYQ9edTGGeeiLPjedzp,3.0,1.6344509947707728e16,1.1911906643818404e16,1372115349492735.5
AwoFYeEGkqQ6kjXPfZNDPdVjb55uGXomnF9js2HDVumN,2.0,4580485532504289.0,3335851212800545.0,1373108463269510.2
BCWP7miTM9x1tbPMK6iJTrERECMkPWjpgT1QTKndpMNu,3.0,2077408319728802.2,1511839778251134.5,1374092909588545.0
8B4Bm1uwR9XbgdmW7Hy28fcMfwSXXnvmAiVupqHcrMz6,3.0,8536688388239802.0,6205784312044881.0,1375601851271376.2
C932N5UjiNmSkpFcgYLTBfixS6sDnCjvrm6LPrb1PSzu,7.0,5072831418624346.0,3685808321460594.5,1376314495001766.2
GGKRYHUifNAyXACx9kDaWNXGpGpmeoevcihgPtrdPYd7,1.0,1.5737863837602938e16,1.1429625015901408e16,1376936147573320.8
39xKmoWykPUG5hjcRVJuX9h28r9Fd4th7viZqMyQs85L,10.0,5941890541652759.0,4297744584795220.0,1382560183467924.5
DyT9RiwATCMQtT8piUXYYfSLxAYEt3WYJcR4T1FUESRK,4.0,2244477225602297.2,1621993527567316.5,1383776930952732.2
F6Y7ZKTqWHeN9AXrJEeG2c84jQaW9HuYA1a79fJfQfFw,1.0,1.565705594248431e16,1.1313906186442852e16,1383877122937941.5
8aprrFM9MrzmtESujVmZSTrcPXRYBE4v5g9HA6KEnDyX,6.0,7.185642549139622e16,5.186163233911205e16,1385541145746098.5
EN1vxjHdbKfbizD8rdTYEowusa6ygVViDNV4i1zdBMPF,2.0,9171264960032770.0,6590728438335726.0,1391540411024532.5
Bq46c446Y1T5f6Rv5jjxNZ4ETsZUU7NCNBT895UnS5F4,3.0,8.300495722058134e16,5.96419484275559e16,1391721085728836.0
GthWwLcUDhz3mbXgqzUs6LFo6oqnKR82rJmU22MckU77,3.0,2289803029112865.0,1644087953608947.0,1392749715175824.5
8BGJTBtg3yETaG3s8rQTCZ5dnmxWCG4B8ZjzCgRwzACU,3.0,2120782519768065.2,1518861243337442.2,1396297738895491.5
5tGZCdf3oyW8VqbMUppCf5Kj56mJDm1pwYhkQXWYi3eV,2.0,1.4039407255525346e16,1.0043140602327494e16,1397910057365095.5
Hm8XSwZ73RzAFdt6834MP5cGrnpJHuEYWnHChL1Gyrib,4.0,2895001399965760.0,2067389911667200.0,1400317077890329.5
7SEpH77Jmw7FJnSZ89pNfYjeAYP7qGCYZxqjxRTft7xJ,7.0,2.7580169196831372e16,1.968923733655177e16,1400773870790343.5
G4RrbASpWzswsoXb2KkDrhSdacWs2UvvjgHZKz7qRFQm,6.0,5.87825195586749e17,4.195799425241653e17,1400984975712688.8
GAohpkjS4fseLwTtaaayGv1Sg7qqFV5fMF29NdxVz7Bx,1.0,3097620072874766.5,2207467324275745.2,1403246172122196.2
5GLzxbTiTtaVjo2febiCJBM4kkVvV1EXgmkp2KgHgMih,1.0,1.3848002408155586e16,9865644702985030.0,1403659144948289.0
4JCe1KZY8mw9fCSzbmZRz4beyDw1Xfnrv67z9BDN5EN4,2.0,3.7793184073869576e16,2.6874887600801456e16,1406263893462479.8
CsSHr2tpmXBVurKpubBgGTD7RKbUUxdHQ4NhPVZ9vV3Q,4.0,2369342366245037.5,1683763668045441.2,1407170383356373.8
Dec3v4nGQ6QCuDGh7Z54PjaAJrrotJKqSVZ3DjVVrrE9,2.0,2.1828494681753996e16,1.550179961985551e16,1408126489636398.5
FKLa55FxcVAz6RmGVn9enxG8u9hnpRL6XrfSEni9yfT1,3.0,2.031901258231547e16,1.4415373112779026e16,1409537749966593.2
GiRNFCZ8ofBjwMySh1dkxudfaaZB6ghFqoAvNdUK3YBu,4.0,9355829640854774.0,6634986198233551.0,1410075222665210.8
9FA95W8AQYbWdwPhrKiHpJmmoE6ryQwWc2ZPMZvdwYjv,6.0,9206470200940774.0,6528539712544369.0,1410188281960030.2
dLq8Vhuteq9gAE6yRtra2sUZHow65LM12cQpgto2H1S,1.0,2.358840751072687e16,1.669674807505393e16,1412754591774044.2
4uFPoSLocGcjbynwQFFFkjnCG58AkDmTKqBYUYptYB2q,7.0,2.0323166908969508e16,1.436874878011333e16,1414400600913645.8
AgRS8PtqkQPxSTxDZ1UPkdVndojgDcZbzTT7iFYTKEmP,3.0,2194398886253818.5,1551466671444732.2,1414402852889121.5
42oFHPbzuunsCFH4Ac2i1YcetRzY5RNgP8maAmE8o53v,3.0,8361525325550995.0,5894793374296406.0,1418459442872162.5
DPZhYixTU8v8jiD4cgiPm6hiA9j2FhtEcRp6XkiqcnCM,10.0,1.0713818010457962e17,7.547838515453773e16,1419455117981396.2
5GuFhVt6u8ocKXB7mTs6HW4VdqWAgvvmCM3obbbFbn89,5.0,3000958537916664.5,2112065914414753.8,1420864054211215.2
3p2Yf12yCG2SRRBNWoGHrmqNP1yXXge18EzTMj2KxmX7,5.0,5.973172486712623e16,4.2030230150330584e16,1421161022756294.0
6AHxDPbPa5TMpK4gSe8HWkgN5RV5hpxTxYkD4Z4NZonS,2.0,6.29895844491874e16,4.428481593470606e16,1422374308658295.2
219dgppzRZSj69txNQMgeamyaRaP2Tr75GdQhUuC2H5o,1.0,1.3597524020507042e17,9.55694859858435e16,1422789280515876.5
BQJuT3N8aDwAwXU2greRzDvMAibrLQWAxBN6FPVQNRpi,1.0,2.3580362772612976e16,1.65644130888849e16,1423555585463872.5
3QZ1G4hgar8AmFTy5a8SQRdjTE1doemn3Hvi93w4Ds84,1.0,3426106872317093.0,2403822163109307.0,1425274683334093.5
GCDTygk7beDJkRu7hmUmSernEWz33sBJAyCrHBTqaBAR,1.0,3613496960654454.5,2530626310122050.5,1427906185200523.5
FY9yTxc7o5oiCj6CfbKUoBVDgWEw6eBmHUtuWoXPFfVf,4.0,2.794786625321117e16,1.954904955207803e16,1429627879286865.8
H5KiQ4ozMAZHym9pUcKhoJmqKR7iF7qE1aDKfMdu3iAH,4.0,2958490683068361.0,2069392538469753.2,1429642094513429.5
3rxZg2cKgXRg3aHnp8rnzvGnEBvMqX2R8sYLadDg2kkn,1.0,2.5117705085497357e17,1.75567364361607e17,1430659119183661.0
27Spf2Y16iRyERheyiUDf5AX1c2jHfrXNidq5MA3LAAq,4.0,4.4094289322761626e17,3.0782929362911386e17,1432426680479875.0
6ZX6aczrLr6U5rWWVC8gv2i2pd94UWdV5sySBguSCF4f,1.0,4.716432366151696e17,3.2923976473273005e17,1432522092214589.5
9DDJKozYkYr8oA3N9seMbRNCV28CSd2ibPgnHqQqAAiv,5.0,2510780564433818.5,1750729478651933.0,1434133939623343.0
FPygVubhvZ4gstkmKpdoP72aB1bff58kkvRuMn5HmJLi,2.0,3.4478182697103344e16,2.403653163862824e16,1434407559936588.8
BDXZun3s4NRHMbpn8CrT4QxWCCWqVwUM17mmHDtExt9L,7.0,7245265577336064.0,5039982318795244.0,1437557737120786.2
6iRr6Y4BbPAJnd9L9ZfesFs25ke9qh4ozY6vJNrfwf97,2.0,7.943081872404317e16,5.520067915282666e16,1438946403252282.8
6cXXDdjsBAkULNGNttvJnpYozWYo6oWXxNtZVAZnJqyi,5.0,7779581484233864.0,5401699908842510.0,1440209862732062.0
DV1mTF4FkztWCpr5q2szgeNpgHuo3Ph4VoGm4Z4SrBFY,7.0,4.274181948478147e17,2.9665123915711334e17,1440810414486232.0
6nGiVrDBdSS16tkLXGYuygaTnGsg1ZN4F1peHSrpBgHX,4.0,9527622069652516.0,6611571536466141.0,1441052557187484.2
98SXTsRmagerQs31yL68CaVyB7h11T92uUbH8AP5iT7V,4.0,1.6758509663664186e17,1.162134222408216e17,1442045965132719.8
2CgNhuNiTYJftQULGAUSGfmWpfcLmCvuZwEsAfRuuf4j,1.0,3457024379659550.0,2393705940646858.5,1444214312609069.8
5rJByfKVSv6AFEbcS9xrtF5ZrxQeBu31SZssoFvxdeUE,1.0,7.109015793428956e16,4.919662806723975e16,1445020944059961.0
FsB2RkDesXBB7Mhya8TrZa7Eip8hsK41Q4wxC4CMCkPe,2.0,5.906753186384395e16,4.0851128104242904e16,1445921682092031.5
FC2MFgZExpfcegABRrJZkqAk87xg7PqfjC6qV3d3TRK4,5.0,6.042920338721786e17,4.1704964865032006e17,1448969051593312.5
Fk5oruRrnBdNfboABRovSR53au5TKe9Q9oPhFqaGYwEV,1.0,1.5730708550121176e16,1.0837349548532152e16,1451527283463123.0
FcJeMgRfEpkNoYwQxuqAshS21LrZsB3wFqYH8wGhoLiY,1.0,2086984518604986.2,1436450911982821.2,1452875626445315.5
5owJzujqrtVTAoViMowR2BF2Ny2gzXkJ2ttoSM2kuDXF,4.0,2993557772774229.0,2059885839428701.5,1453263921462985.8
8THiXL3PbjTWdJf6U1SYChT6ve8goa7JMDgmoAh4dYcv,6.0,8.050014232794598e16,5.534986988739606e16,1454387200759743.5
9kUuNNFWuvTeh6zpZuK4JENf6H2s8FiDAYp6X7myUXjM,5.0,3818464110746089.0,2623974823243316.5,1455221321836596.8
G4SK1bbvN5DbwPbqLoE91PGiSaYUmRqaCCkYuCYoUpSv,3.0,1.3674249286658326e16,9396361631112708.0,1455270648735029.0
6XXRwJLjFhLeAYPBPUJ5F1XU1EQFgCe4XgExEWRFebw1,2.0,8.56358437784703e16,5.876104624114756e16,1457357369489851.0
EjoxyzzwQwM9E9ZYxd9zXVYa6geg94efXBJr6GW5u6HT,1.0,9.29384009850161e16,6.376365873288225e16,1457544984586788.5
Bo8AM1q6aZj6SN62vWbasbRstxgAtMUQH86ApeygdVj7,1.0,4.833002087463624e16,3.314641044172968e16,1458077065678012.2
5xPyd86T7yP3ZQFimC7EzRuJKUKLg8uaZx6LSsw18bvb,9.0,6.368008292132269e17,4.364237162223826e17,1459134335606868.8
7jETxB9x5jmKNSum7VrLhxNJET3toT9vtPH1iBtiqyVM,3.0,2.0494191042737708e16,1.400399213176103e16,1463453481686619.8
